epoch,step,train_loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,14,,0.40471312403678894,0.19933149218559265,1.4359707832336426,0.16198880970478058,0.26121920347213745
1,29,,0.4298155605792999,0.22174815833568573,1.402553677558899,0.21483954787254333,0.2790237367153168
2,44,,0.45030736923217773,0.22686521708965302,1.3701826333999634,0.21072269976139069,0.2928906977176666
3,49,1.2748134136199951,,,,,
3,59,,0.4579918086528778,0.2368590533733368,1.3498213291168213,0.22012954950332642,0.3005986511707306
4,74,,0.45594263076782227,0.2393490970134735,1.337705135345459,0.23466353118419647,0.3003617525100708
5,89,,0.45645493268966675,0.2469901144504547,1.3228271007537842,0.2435617297887802,0.30198270082473755
6,99,1.261443853378296,,,,,
6,104,,0.46875,0.2633323073387146,1.2957921028137207,0.2712004780769348,0.3114653527736664
7,119,,0.4959016442298889,0.29773417115211487,1.265675663948059,0.33788445591926575,0.335470974445343
8,134,,0.5133196711540222,0.3327389359474182,1.2402395009994507,0.3780198395252228,0.35726645588874817
9,149,1.2521382570266724,,,,,
9,149,,0.5281762480735779,0.3563809394836426,1.2210098505020142,0.39164289832115173,0.37558645009994507
10,164,,0.5343237519264221,0.3714863955974579,1.2095483541488647,0.43007856607437134,0.3864009380340576
11,179,,0.5379098653793335,0.38688182830810547,1.2003402709960938,0.44750455021858215,0.39821183681488037
12,194,,0.5414959192276001,0.40509963035583496,1.1946210861206055,0.46858975291252136,0.41126373410224915
13,199,1.0949418544769287,,,,,
13,209,,0.5420082211494446,0.4163720905780792,1.1919147968292236,0.46215808391571045,0.42063191533088684
14,224,,0.5404713153839111,0.4159654974937439,1.190915584564209,0.45564061403274536,0.42000535130500793
15,239,,0.5414959192276001,0.4279332756996155,1.1892486810684204,0.46514928340911865,0.4296256899833679
16,249,1.0907423496246338,,,,,
16,254,,0.5445696711540222,0.4331703186035156,1.1824191808700562,0.4674898386001587,0.4329919219017029
17,269,,0.5527663826942444,0.4450480043888092,1.1672183275222778,0.47493603825569153,0.44412705302238464
18,284,,0.5491803288459778,0.4427877962589264,1.1530166864395142,0.4675954282283783,0.4421137273311615
19,299,1.1486587524414062,,,,,
19,299,,0.5599385499954224,0.4595552682876587,1.1397380828857422,0.4801952540874481,0.45750224590301514
20,314,,0.5578893423080444,0.45987170934677124,1.1278018951416016,0.47522270679473877,0.4578538239002228
21,329,,0.5650614500045776,0.4678514003753662,1.1208022832870483,0.481524258852005,0.46589547395706177
22,344,,0.568647563457489,0.4706941843032837,1.1155736446380615,0.4825482666492462,0.4688126742839813
23,349,0.9922785758972168,,,,,
23,359,,0.5696721076965332,0.4700247347354889,1.1111770868301392,0.48049286007881165,0.4685678482055664
24,374,,0.5737704634666443,0.4763442277908325,1.107852578163147,0.4864479899406433,0.47532060742378235
25,389,,0.5758196711540222,0.4787721037864685,1.1060481071472168,0.4899711608886719,0.47796565294265747
26,399,1.0113041400909424,,,,,
26,404,,0.5778688788414001,0.47975844144821167,1.105314016342163,0.4911530613899231,0.47886043787002563
27,419,,0.5783811211585999,0.48294952511787415,1.1051077842712402,0.4950818717479706,0.48253557085990906
28,434,,0.5788934230804443,0.4822849631309509,1.105307698249817,0.49426358938217163,0.4818115830421448
29,449,1.0137670040130615,,,,,
29,449,,0.5804303288459778,0.48222166299819946,1.1056630611419678,0.49496230483055115,0.4811718165874481
30,464,,0.5809426307678223,0.4825555682182312,1.1059092283248901,0.4958459138870239,0.48154106736183167
31,479,,0.5850409865379333,0.4869397282600403,1.1059308052062988,0.5010744333267212,0.48557567596435547
32,494,,0.5840163826942444,0.48571786284446716,1.1055757999420166,0.5002908110618591,0.4843532145023346
33,499,0.9596003890037537,,,,,
33,509,,0.5860655903816223,0.48805269598960876,1.1047948598861694,0.5038074254989624,0.48602575063705444
34,524,,0.587602436542511,0.49192944169044495,1.1036103963851929,0.5090153813362122,0.48939743638038635
35,539,,0.5881147384643555,0.49274542927742004,1.1021435260772705,0.5095797777175903,0.4902614653110504
36,549,0.9730433225631714,,,,,
36,554,,0.5911885499954224,0.49660524725914,1.1005772352218628,0.5119990110397339,0.4937233030796051
37,569,,0.5942623019218445,0.5016781091690063,1.098758578300476,0.5172436237335205,0.4985857307910919
38,584,,0.5957992076873779,0.5053253173828125,1.096297025680542,0.5196276903152466,0.5024440884590149
39,599,0.9814701080322266,,,,,
39,599,,0.5978483557701111,0.5080875158309937,1.0934277772903442,0.5216968059539795,0.5049880743026733
40,614,,0.6014344096183777,0.5122434496879578,1.090567946434021,0.5251584649085999,0.5089985132217407
41,629,,0.6039959192276001,0.5162851214408875,1.0878033638000488,0.5273280143737793,0.5136196613311768
42,644,,0.6050204634666443,0.5195654034614563,1.084995985031128,0.5287912487983704,0.5173818469047546
43,649,0.9169155359268188,,,,,
43,659,,0.6070696711540222,0.523894727230072,1.0821114778518677,0.5309146642684937,0.5218824744224548
44,674,,0.6045082211494446,0.5213571190834045,1.079158902168274,0.5266268849372864,0.5199956297874451
45,689,,0.6070696711540222,0.5258157849311829,1.0760313272476196,0.5301156044006348,0.5247105360031128
46,699,0.9420350790023804,,,,,
46,704,,0.6050204634666443,0.523723304271698,1.072625756263733,0.5275804996490479,0.5229523777961731
47,719,,0.6070696711540222,0.5281420946121216,1.0690820217132568,0.5307877063751221,0.5281181931495667
48,734,,0.6086065769195557,0.5292965173721313,1.0657079219818115,0.5319008231163025,0.5293439626693726
49,749,0.9470507502555847,,,,,
49,749,,0.6127049326896667,0.535653293132782,1.0630875825881958,0.5376269817352295,0.5359930396080017
