epoch,step,train_loss,val_loss,val_mae,val_r2,val_rmse
0,49,0.06438424438238144,,,,
0,99,0.027898278087377548,,,,
0,149,0.00798380933701992,,,,
0,199,0.004706327337771654,,,,
0,249,0.003167345654219389,,,,
0,299,0.0033889617770910263,,,,
0,349,0.004266141913831234,,,,
0,399,0.002858521183952689,,,,
0,449,0.0025175646878778934,,,,
0,499,0.0030338820070028305,,,,
0,549,0.004012934863567352,,,,
0,599,0.0030016996897757053,,,,
0,649,0.0012701355153694749,,,,
0,699,0.004263950511813164,,,,
0,749,0.0021198552567511797,,,,
0,799,0.00216793455183506,,,,
0,849,0.0022364561446011066,,,,
0,899,0.0022423085756599903,,,,
0,949,0.0028902871999889612,,,,
0,999,0.0015582370106130838,,,,
0,1049,0.0021273738238960505,,,,
0,1099,0.004815376363694668,,,,
0,1149,0.0010712196817621589,,,,
0,1199,0.002110736444592476,,,,
0,1249,0.0012882670853286982,,,,
0,1299,0.0021891396027058363,,,,
0,1349,0.002037468133494258,,,,
0,1399,0.0019100483041256666,,,,
0,1449,0.001635255990549922,,,,
0,1499,0.0024307947605848312,,,,
0,1519,,0.001877612667158246,0.025402529165148735,0.9981117248535156,0.04333142191171646
1,1549,0.001912243664264679,,,,
1,1599,0.0016893184510990977,,,,
1,1649,0.0020084220450371504,,,,
1,1699,0.002218757290393114,,,,
1,1749,0.0009813543874770403,,,,
1,1799,0.0008187794592231512,,,,
1,1849,0.0012401577550917864,,,,
1,1899,0.0011628911597654223,,,,
1,1949,0.0018179367762058973,,,,
1,1999,0.001344461110420525,,,,
1,2049,0.0014404443791136146,,,,
1,2099,0.0016141381347551942,,,,
1,2149,0.0026956512592732906,,,,
1,2199,0.0016565112164244056,,,,
1,2249,0.0008265402866527438,,,,
1,2299,0.001435331767424941,,,,
1,2349,0.008035628125071526,,,,
1,2399,0.00048217151197604835,,,,
1,2449,0.0011023618280887604,,,,
1,2499,0.0010524382814764977,,,,
1,2549,0.0015670883003622293,,,,
1,2599,0.0017247950891032815,,,,
1,2649,0.0017471082974225283,,,,
1,2699,0.002383712911978364,,,,
1,2749,0.0010382558684796095,,,,
1,2799,0.0015192856080830097,,,,
1,2849,0.0016708120238035917,,,,
1,2899,0.0012035784311592579,,,,
1,2949,0.0011687080841511488,,,,
1,2999,0.0013212049379944801,,,,
1,3039,,0.0013649710454046726,0.022325482219457626,0.998627245426178,0.036945510655641556
2,3049,0.0030519869178533554,,,,
2,3099,0.0008218745933845639,,,,
2,3149,0.0032448717392981052,,,,
2,3199,0.0015757810324430466,,,,
2,3249,0.0011294130235910416,,,,
2,3299,0.0010113694006577134,,,,
2,3349,0.0018125257920473814,,,,
2,3399,0.002044178545475006,,,,
2,3449,0.0006955064018256962,,,,
2,3499,0.0008980142883956432,,,,
2,3549,0.001287704799324274,,,,
2,3599,0.0008169136708602309,,,,
2,3649,0.0014404411194846034,,,,
2,3699,0.0010416903533041477,,,,
2,3749,0.00349374464713037,,,,
2,3799,0.0009282974060624838,,,,
2,3849,0.0015230228891596198,,,,
2,3899,0.0015015708049759269,,,,
2,3949,0.001994950929656625,,,,
2,3999,0.001275509363040328,,,,
2,4049,0.001849553780630231,,,,
2,4099,0.0007097957422956824,,,,
2,4149,0.0008775294991210103,,,,
2,4199,0.002140133874490857,,,,
2,4249,0.0012112439144402742,,,,
2,4299,0.0068099889904260635,,,,
2,4349,0.0008536289096809924,,,,
2,4399,0.0027649225667119026,,,,
2,4449,0.0015100351301953197,,,,
2,4499,0.0013482720823958516,,,,
2,4549,0.0025401238817721605,,,,
2,4559,,0.003381101181730628,0.046600792557001114,0.9965996742248535,0.05814724415540695
3,4599,0.0009575295262038708,,,,
3,4649,0.0007487231632694602,,,,
3,4699,0.0012574249412864447,,,,
3,4749,0.001388181117363274,,,,
3,4799,0.0007415207219310105,,,,
3,4849,0.0018597752787172794,,,,
3,4899,0.0010429802350699902,,,,
3,4949,0.00075586570892483,,,,
3,4999,0.0005570151843130589,,,,
3,5049,0.0011124364100396633,,,,
3,5099,0.018136054277420044,,,,
3,5149,0.001236695796251297,,,,
3,5199,0.0015529843512922525,,,,
3,5249,0.0012724328553304076,,,,
3,5299,0.0009418558329343796,,,,
3,5349,0.0015045399777591228,,,,
3,5399,0.0020130269695073366,,,,
3,5449,0.0009582938509993255,,,,
3,5499,0.0010304159950464964,,,,
3,5549,0.0015261933440342546,,,,
3,5599,0.001271336222998798,,,,
3,5649,0.0012835380621254444,,,,
3,5699,0.0015070235822349787,,,,
3,5749,0.002005378482863307,,,,
3,5799,0.0036994358524680138,,,,
3,5849,0.002968626096844673,,,,
3,5899,0.0018478997517377138,,,,
3,5949,0.0014284539502114058,,,,
3,5999,0.0009366308804601431,,,,
3,6049,0.001046032179147005,,,,
3,6079,,0.00346396048553288,0.04689837247133255,0.9965163469314575,0.05885542184114456
4,6099,0.001620907336473465,,,,
4,6149,0.0008213940309360623,,,,
4,6199,0.00168769177980721,,,,
4,6249,0.0008545299642719328,,,,
4,6299,0.0011139390990138054,,,,
4,6349,0.0008469702443107963,,,,
4,6399,0.0014968193136155605,,,,
4,6449,0.0010625815484672785,,,,
4,6499,0.0007542228559032083,,,,
4,6549,0.0010495828464627266,,,,
4,6599,0.0020100967958569527,,,,
4,6649,0.0017677509458735585,,,,
4,6699,0.0017676297575235367,,,,
4,6749,0.0017953345086425543,,,,
4,6799,0.001033484237268567,,,,
4,6849,0.0012786127626895905,,,,
4,6899,0.0007665521698072553,,,,
4,6949,0.001489951042458415,,,,
4,6999,0.0020777008030563593,,,,
4,7049,0.0012692240998148918,,,,
4,7099,0.002726655686274171,,,,
4,7149,0.0008602187735959888,,,,
4,7199,0.0012927827192470431,,,,
4,7249,0.0015703701646998525,,,,
4,7299,0.0007229429902508855,,,,
4,7349,0.0019183522090315819,,,,
4,7399,0.0008390785078518093,,,,
4,7449,0.0012715132907032967,,,,
4,7499,0.0010357929859310389,,,,
4,7549,0.0008450847817584872,,,,
4,7599,0.0023137014359235764,,,,
4,7599,,0.0011430743616074324,0.021547796204686165,0.998850405216217,0.03380938246846199
5,7649,0.0007713314844295382,,,,
5,7699,0.0010169134475290775,,,,
5,7749,0.0013180931564420462,,,,
5,7799,0.000933431030716747,,,,
5,7849,0.0022730024065822363,,,,
5,7899,0.0015171568375080824,,,,
5,7949,0.0015457263216376305,,,,
5,7999,0.0017809753771871328,,,,
5,8049,0.0005571427755057812,,,,
5,8099,0.00116419093683362,,,,
5,8149,0.0018611021805554628,,,,
5,8199,0.001010036445222795,,,,
5,8249,0.0007250088383443654,,,,
5,8299,0.0015216495376080275,,,,
5,8349,0.0010277926921844482,,,,
5,8399,0.0014278121525421739,,,,
5,8449,0.0014628779608756304,,,,
5,8499,0.0007347524515353143,,,,
5,8549,0.002029490191489458,,,,
5,8599,0.0008926905575208366,,,,
5,8649,0.0015332815237343311,,,,
5,8699,0.0018270934233441949,,,,
5,8749,0.0009424888994544744,,,,
5,8799,0.0009454945102334023,,,,
5,8849,0.0022884721402078867,,,,
5,8899,0.001312111271545291,,,,
5,8949,0.0012310049496591091,,,,
5,8999,0.0011802136432379484,,,,
5,9049,0.0016063828952610493,,,,
5,9099,0.0009800211992114782,,,,
5,9119,,0.0011261716717854142,0.020900538191199303,0.9988674521446228,0.03355848789215088
6,9149,0.0009932181565091014,,,,
6,9199,0.0012063448084518313,,,,
6,9249,0.0010257561225444078,,,,
6,9299,0.0013469639234244823,,,,
6,9349,0.0010691542411223054,,,,
6,9399,0.0005065213772468269,,,,
6,9449,0.001379204448312521,,,,
6,9499,0.0013305775355547667,,,,
6,9549,0.001596960355527699,,,,
6,9599,0.0010632757330313325,,,,
6,9649,0.0011801915243268013,,,,
6,9699,0.0010188492015004158,,,,
6,9749,0.0011475486680865288,,,,
6,9799,0.001709043513983488,,,,
6,9849,0.0009009722853079438,,,,
6,9899,0.0011827745474874973,,,,
6,9949,0.004196915775537491,,,,
6,9999,0.0006329093012027442,,,,
6,10049,0.000682981451973319,,,,
6,10099,0.0008329120464622974,,,,
6,10149,0.0022905447985976934,,,,
6,10199,0.0006951082032173872,,,,
6,10249,0.0011586642358452082,,,,
6,10299,0.001352130202576518,,,,
6,10349,0.0006350242765620351,,,,
6,10399,0.0010735432151705027,,,,
6,10449,0.0012686830013990402,,,,
6,10499,0.0008198092109523714,,,,
6,10549,0.0007337098359130323,,,,
6,10599,0.001134323189035058,,,,
6,10639,,0.001135164755396545,0.02122044377028942,0.9988583922386169,0.03369220718741417
7,10649,0.0025851414538919926,,,,
7,10699,0.0007309473003260791,,,,
7,10749,0.002114463597536087,,,,
7,10799,0.0014423751272261143,,,,
7,10849,0.001074065687134862,,,,
7,10899,0.0017847726121544838,,,,
7,10949,0.0010441638296470046,,,,
7,10999,0.0010064123198390007,,,,
7,11049,0.00048071594210341573,,,,
7,11099,0.0007483839872293174,,,,
7,11149,0.0008660731837153435,,,,
7,11199,0.0009017633856274188,,,,
7,11249,0.0010153257753700018,,,,
7,11299,0.0007461562054231763,,,,
7,11349,0.0017845972906798124,,,,
7,11399,0.0009099231101572514,,,,
7,11449,0.001299356808885932,,,,
7,11499,0.0013558394275605679,,,,
7,11549,0.0012424630112946033,,,,
7,11599,0.001547339023090899,,,,
7,11649,0.002754254499450326,,,,
7,11699,0.0007437182357534766,,,,
7,11749,0.0008396942866966128,,,,
7,11799,0.0012869362253695726,,,,
7,11849,0.001708725467324257,,,,
7,11899,0.004809076897799969,,,,
7,11949,0.0008117759716697037,,,,
7,11999,0.0009917366551235318,,,,
7,12049,0.0011869696900248528,,,,
7,12099,0.0012212310684844851,,,,
7,12149,0.0015893374802544713,,,,
7,12159,,0.0011903136037290096,0.02217312902212143,0.998802900314331,0.03450091928243637
8,12199,0.0008761811768636107,,,,
8,12249,0.0007070928113535047,,,,
8,12299,0.0008879359811544418,,,,
8,12349,0.0014905801508575678,,,,
8,12399,0.0007478395709767938,,,,
8,12449,0.0017097766976803541,,,,
8,12499,0.0006992948474362493,,,,
8,12549,0.0007401208858937025,,,,
8,12599,0.0004531836020760238,,,,
8,12649,0.0009972760453820229,,,,
8,12699,0.006362772546708584,,,,
8,12749,0.0008884068811312318,,,,
8,12799,0.0006550744292326272,,,,
8,12849,0.0008498411625623703,,,,
8,12899,0.0007472570287063718,,,,
8,12949,0.0011927862651646137,,,,
8,12999,0.0032890024594962597,,,,
8,13049,0.0010096724145114422,,,,
8,13099,0.001427002134732902,,,,
8,13149,0.0008626127964816988,,,,
8,13199,0.0012924940092489123,,,,
8,13249,0.0009564959909766912,,,,
8,13299,0.0011495898943394423,,,,
8,13349,0.0007472246652469039,,,,
8,13399,0.0032169814221560955,,,,
8,13449,0.0011114468798041344,,,,
8,13499,0.0011967264581471682,,,,
8,13549,0.0010159723460674286,,,,
8,13599,0.0007829504320397973,,,,
8,13649,0.0008536573150195181,,,,
8,13679,,0.001259227399714291,0.023620977997779846,0.998733639717102,0.03548560291528702
9,13699,0.0013217753730714321,,,,
9,13749,0.0009859574493020773,,,,
9,13799,0.001389236655086279,,,,
9,13849,0.0007198997773230076,,,,
9,13899,0.0008087983005680144,,,,
9,13949,0.0006674843607470393,,,,
9,13999,0.001010222127661109,,,,
9,14049,0.0009490553056821227,,,,
9,14099,0.0006118906894698739,,,,
9,14149,0.000802225898951292,,,,
9,14199,0.0017755493754521012,,,,
9,14249,0.001500934362411499,,,,
9,14299,0.0012033948441967368,,,,
9,14349,0.0011670831590890884,,,,
9,14399,0.0007632453343831003,,,,
9,14449,0.0011694163549691439,,,,
9,14499,0.0006078123115003109,,,,
9,14549,0.0013058604672551155,,,,
9,14599,0.0017210808582603931,,,,
9,14649,0.0010942667722702026,,,,
9,14699,0.0018974757986143231,,,,
9,14749,0.0008090977207757533,,,,
9,14799,0.0008777095354162157,,,,
9,14849,0.0018288111314177513,,,,
9,14899,0.0007455878076143563,,,,
9,14949,0.0013174258638173342,,,,
9,14999,0.0009305876446887851,,,,
9,15049,0.0007937672780826688,,,,
9,15099,0.0007074106251820922,,,,
9,15149,0.0009086538339033723,,,,
9,15199,0.0013664625585079193,,,,
9,15199,,0.0016024026554077864,0.027958499267697334,0.9983884692192078,0.04003002867102623
