epoch,step,train_loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,14,,0.4759221374988556,0.248099684715271,1.3449431657791138,0.2825729250907898,0.31385478377342224
1,29,,0.5051229596138,0.2610487639904022,1.2574483156204224,0.4692223370075226,0.3302270472049713
2,44,,0.5158811211585999,0.2876562178134918,1.2484023571014404,0.4334927499294281,0.34694498777389526
3,49,1.2084872722625732,,,,,
3,59,,0.5435450673103333,0.37878334522247314,1.2257739305496216,0.42239224910736084,0.39138031005859375
4,74,,0.5819672346115112,0.4361633360385895,1.170993685722351,0.47827479243278503,0.44372814893722534
5,89,,0.5870901346206665,0.43958044052124023,1.163825273513794,0.4543974995613098,0.44632360339164734
6,99,1.035438060760498,,,,,
6,104,,0.5860655903816223,0.44994673132896423,1.1673424243927002,0.4891388416290283,0.45485854148864746
7,119,,0.6168032884597778,0.4928370714187622,1.1387665271759033,0.522821307182312,0.4983343780040741
8,134,,0.5968237519264221,0.46683046221733093,1.1526345014572144,0.487286239862442,0.46832504868507385
9,149,1.0432010889053345,,,,,
9,149,,0.6229507923126221,0.5051369667053223,1.1167750358581543,0.5417579412460327,0.4975385367870331
10,164,,0.6147540807723999,0.4838404655456543,1.1241182088851929,0.5001564025878906,0.4897633194923401
11,179,,0.6234630942344666,0.5296317934989929,1.1157807111740112,0.5416393876075745,0.5364129543304443
12,194,,0.6383196711540222,0.5263162851333618,1.0768753290176392,0.553118884563446,0.521303117275238
13,199,0.8882269859313965,,,,,
13,209,,0.6449795365333557,0.5399743318557739,1.0766098499298096,0.5570141673088074,0.5371102690696716
14,224,,0.6306352615356445,0.5118710398674011,1.1156575679779053,0.5421091318130493,0.5149654746055603
15,239,,0.6168032884597778,0.49930763244628906,1.125322699546814,0.5472128391265869,0.49923551082611084
16,249,0.9279633164405823,,,,,
16,254,,0.5993852615356445,0.4905138313770294,1.1638987064361572,0.5269356966018677,0.4815007448196411
17,269,,0.6316598653793335,0.5258526802062988,1.090825080871582,0.5393608808517456,0.5191903710365295
18,284,,0.6224385499954224,0.5177883505821228,1.126861333847046,0.528904914855957,0.5169626474380493
19,299,0.8076412081718445,,,,,
19,299,,0.6270492076873779,0.5450135469436646,1.111350417137146,0.5596408247947693,0.5378338098526001
20,314,,0.6465163826942444,0.5585277676582336,1.1007004976272583,0.6020211577415466,0.544052243232727
21,329,,0.6357582211494446,0.5474171042442322,1.1124911308288574,0.5783700346946716,0.5349788069725037
22,344,,0.6290983557701111,0.5556048154830933,1.1166253089904785,0.5616780519485474,0.5526256561279297
23,349,0.8226425051689148,,,,,
23,359,,0.6434426307678223,0.5674266815185547,1.0901826620101929,0.5730979442596436,0.5679978728294373
24,374,,0.6337090134620667,0.5484952926635742,1.0904479026794434,0.5555781722068787,0.5460801720619202
25,389,,0.6506147384643555,0.567380964756012,1.069687008857727,0.5812391638755798,0.5632269382476807
26,399,0.8404898047447205,,,,,
26,404,,0.6219262480735779,0.5174902081489563,1.1242172718048096,0.5611622929573059,0.5077836513519287
27,419,,0.6157786846160889,0.5502481460571289,1.137886643409729,0.5531828999519348,0.5506966710090637
28,434,,0.6593237519264221,0.5843748450279236,1.0644731521606445,0.599442183971405,0.5758053660392761
29,449,0.6833829283714294,,,,,
29,449,,0.6449795365333557,0.5695091485977173,1.0844008922576904,0.574895977973938,0.5679277777671814
